"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0x203b8baedf851618c84172dfd22ef9d637d84bcec5c3926e88281aaf43ec93d0","3243710","1487962168","2/24/2017 6:49:28 PM","0xc3d0dd58fabc127f0b2a378c1bf3df8b4494806b","0x3d48587aa16d91a2e37198b5b428674bdaddf038","15019901.00001"
"0xf9c07b8f82910c31202d07b02088d1262439874c84a862b6947794b3271c5012","3243715","1487962296","2/24/2017 6:51:36 PM","0x3d48587aa16d91a2e37198b5b428674bdaddf038","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","15000000"
"0x6252a45c7aa5b300fde3c800ce34658304b282789ffcad52e10d8a7f7b672727","3244159","1487968892","2/24/2017 8:41:32 PM","0x5b878ba97bae92fc0aa6133edbf2f58d52350d65","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","800"
"0x8c005a4097c329dbb36136c3b3447e328caa5409cdbb19d553e9833c61b31c9f","3244181","1487969303","2/24/2017 8:48:23 PM","0x5b878ba97bae92fc0aa6133edbf2f58d52350d65","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","1000"
"0xac8a7317b266f3a5540fa569608b601b99648e07e8f02baa71552c3e3c10b7e9","3244187","1487969452","2/24/2017 8:50:52 PM","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","1000"
"0x576216925b8df3545e1b12c9f14686f8b024b3a02715104d07b2dada00ee5def","3244240","1487970143","2/24/2017 9:02:23 PM","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","500"
"0xadb53eaaba41afbd0326db457db428c5147ba58134352c1dc76881b16673ba69","3265195","1488270089","2/28/2017 8:21:29 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x43764357c8aeb633adc6433e85e331d0b913fe79","100"
"0xe822eef9f9c70d63afb8b132cb3e8cd1c3eec84f8ca854233ac08ee01595620d","3265549","1488274826","2/28/2017 9:40:26 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x3d48587aa16d91a2e37198b5b428674bdaddf038","7496980"
"0x1590e2888c1d943247070f2b99f1cce7110e6f837f03e4755eba353fb1a105f5","3265578","1488275459","2/28/2017 9:50:59 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x43764357c8aeb633adc6433e85e331d0b913fe79","1000000"
"0x11149264e96935fa4a3b605276dd05d85bd30f8a0e5c7ba4663a896dcf6ad7a0","3265749","1488278012","2/28/2017 10:33:32 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x43764357c8aeb633adc6433e85e331d0b913fe79","1753611.245"
"0x13046422fc752ea6a48db72730cd3be980f088813732852f92f78d3126f1a579","3265787","1488278422","2/28/2017 10:40:22 AM","0x43764357c8aeb633adc6433e85e331d0b913fe79","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","753711.245"
"0x4d7843c33a3bd8b285f815713dae1ef45bf9ef2112b311600da194cf8000a071","3266075","1488282305","2/28/2017 11:45:05 AM","0x3d48587aa16d91a2e37198b5b428674bdaddf038","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","5000000"
"0x6f00fa28c7ac60307c5015a6e0dad1a559e349708ddeb187ed4d8214dda7febc","3266361","1488286397","2/28/2017 12:53:17 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x43764357c8aeb633adc6433e85e331d0b913fe79","1000000"
"0xbf41ad827be48dea420bfd65e4ab8bbaeaed8a235b3719e916be11e03272fb89","3267606","1488304244","2/28/2017 5:50:44 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x43764357c8aeb633adc6433e85e331d0b913fe79","1000000"
"0x542bb69ecf5b746a2dd5d4bf0d63a75305f446073bcd76499bcc3febf511c82b","3291254","1488643719","3/4/2017 4:08:39 PM","0x3d48587aa16d91a2e37198b5b428674bdaddf038","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","20200"
"0x0dc4c596e4155ce2fae4a80a00cc024cad74503958933d10bc2dc122d3b5fc70","3292056","1488655324","3/4/2017 7:22:04 PM","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","0x57b00c981363c67b11e07eaa71364bf20e8025fe","100"
"0x4ca8a0988837181cabd453a7f06ae63ec8eae0b8491c9b7a4a862e23c19f7539","3293354","1488674234","3/5/2017 12:37:14 AM","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","200"
"0x3905c6b23c6d8cdc61eac4194c5e612da73194f9e213f19f8c68f83451aa1b73","3293580","1488677120","3/5/2017 1:25:20 AM","0x57b00c981363c67b11e07eaa71364bf20e8025fe","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","40"
"0xea6d8ee3a71d2e244b4c2085dba5ace68b83342274b92e31d47a1d9d4c8ceb58","3299951","1488768366","3/6/2017 2:46:06 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x3d48587aa16d91a2e37198b5b428674bdaddf038","4500"
"0xa9f8c66497172150466ea47d91a04b1809a45fb33efbcf2420498638f9d8aa5c","3314979","1488985265","3/8/2017 3:01:05 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","10000"
"0x29a9cc20d7d194a48935a26a960fce7d3c9c0a9c54897febeee8611d9a4708a5","3337677","1489313847","3/12/2017 10:17:27 AM","0x43764357c8aeb633adc6433e85e331d0b913fe79","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","4000000"
"0xb699d391edda63fceebe672c00dd45cd70fa67ebdfa8addf9679a59ae4cf2b64","3361313","1489655369","3/16/2017 9:09:29 AM","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","0xebf5034636391d5ac5830929f60ad4b8a61b9993","1000"
"0x63695e44887e593a0d338967cce8da0df03ad1bd09eb0eb8c39ceb5238db8406","3377062","1489881692","3/19/2017 12:01:32 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x6af0474ae538ceea2b8da5cd368e111b89784a35","100"
"0x3dc5911714c0005d4896bd9f15a05bee957654bc22fbf3c04a2ccb9fdf3e7e30","3377073","1489881857","3/19/2017 12:04:17 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x6af0474ae538ceea2b8da5cd368e111b89784a35","23000"
"0x4a2b27d0302490b5c197890c92e7cf43d837e38d040c4626403454e26e0c5848","3377077","1489881912","3/19/2017 12:05:12 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x6af0474ae538ceea2b8da5cd368e111b89784a35","1344"
"0xa17c6792071cad7bad8957386f0ee3509e2765c11b4b5aeaeafcb3e408ff02b1","3394305","1490130633","3/21/2017 9:10:33 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xb450c3af034975dbe868187ff3c594fc87b99b22","25"
"0xe5e1528eb5ed1ae1f4fa3b3fe8b85b39c19feeb2a97f92abf057efbd6be538d3","3394310","1490130760","3/21/2017 9:12:40 PM","0xb450c3af034975dbe868187ff3c594fc87b99b22","0xed06337cac5839fadba4d01436dfdbd9754aefa5","25"
"0x8a63e03d3fb71af1fd5c0c907dd775ea302e10954efc0eafa4167062f1246db8","3406232","1490303430","3/23/2017 9:10:30 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xd3b2f5d61226152410d6219d23544651b85d3f46","10000"
"0x8a2fec451e1d7c650c298e0d90bba69e51bb2a93fbde039580c81e9f70e5a96a","3406236","1490303526","3/23/2017 9:12:06 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xd3b2f5d61226152410d6219d23544651b85d3f46","8834"
"0x5b1dbbe9fd1e579d0e98ff7d5da2f5651e6235afa7c3e4c55b0a2bca7fb88749","3406290","1490304409","3/23/2017 9:26:49 PM","0xd3b2f5d61226152410d6219d23544651b85d3f46","0x6af0474ae538ceea2b8da5cd368e111b89784a35","1000"
"0x67405ec1e91a9763d49897a1e0a9b4eaafdfbc85df34d0456bc3e5d80383e48f","3407976","1490328826","3/24/2017 4:13:46 AM","0xd3b2f5d61226152410d6219d23544651b85d3f46","0x6af0474ae538ceea2b8da5cd368e111b89784a35","17834"
"0xbcb442a084b2e18de3ced02eee4e7f9d694d12f43a698959a5587c55bbc972b5","3428697","1490629523","3/27/2017 3:45:23 PM","0x5b878ba97bae92fc0aa6133edbf2f58d52350d65","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","1000"
"0x5ab09af7c66da8b7301cc48edf6412ddf4495f70f18b8cf90cdc175634fe01e3","3428814","1490631340","3/27/2017 4:15:40 PM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x000001f568875f378bf6d170b790967fe429c81a","500"
"0x41827fdb290ee9364d0f20f147f62cbd2a20dc2f02d232137ff08c0669fc876d","3429354","1490639116","3/27/2017 6:25:16 PM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","11.111111111"
"0x62b857891c42b0db341b18c4cc8382c59d7fc56bfdb061ce94f4ef2d38510f54","3433418","1490698109","3/28/2017 10:48:29 AM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0xaefcd0f8a1cbd231cecaa9bfd9ffb82a6eaaa462","22.222222222"
"0x1a3dfa71aed28babc9064e5b36bb465af1d63915387f7e482c6fc4baea0ea4ce","3435304","1490725963","3/28/2017 6:32:43 PM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","466.666666666"
"0x89c37b8ebea83fca3479d25edbf46f4aea9ceb0636ed43b05b19a89d7976fe96","3435345","1490726596","3/28/2017 6:43:16 PM","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","466.666"
"0x91250a421a69e1d6544d3563b5bc566aec0b5347fa44f925a19fee819f6808cb","3450110","1490941447","3/31/2017 6:24:07 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xba41fdfc2371719fcf781b81f0e5fb353afa131a","80465.498"
"0xeb031fc91d6c262f20cd431195a0ceb4079d5b8f7d49eb41111c4d2fb515ebc1","3450957","1490953299","3/31/2017 9:41:39 AM","0x3d48587aa16d91a2e37198b5b428674bdaddf038","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","10"
"0x6bd12530d837eb7a8a986ed5e5fb7a29b686ce5f4312949a15ea5a70c1ae099c","3451005","1490954011","3/31/2017 9:53:31 AM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","1E-08"
"0x8e6a0b8025ed601063191dc45496b1cd47a26097972a9141a32e25b427c5c377","3457046","1491041858","4/1/2017 10:17:38 AM","0x3d48587aa16d91a2e37198b5b428674bdaddf038","0x516dbcd038ea68337c582e8ced9a06589d30a030","1000"
"0x2a90eab0f9298314eb1cf968e0cfc99e1ee88d8ff32c56815dbd832f42617963","3457062","1491042076","4/1/2017 10:21:16 AM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x3d48587aa16d91a2e37198b5b428674bdaddf038","10.000000001"
"0x462070d395ce6fe13a5d130b0a1ca0832cd3cd3363b33a1429b43a004b4bb719","3457313","1491046125","4/1/2017 11:28:45 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xa3d559a26e0252266d4d43231d7c29707c76d8b0","5000000"
"0xd8fc0cf24218b1e6ec2df7cb992242078fb5138ed32fe1529ece78217a0b364b","3483561","1491427841","4/5/2017 9:30:41 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xa10cefa3d041e48d2889f34c0341560929b43e39","1547.097"
"0x25403f74faa5c3844cb12dac051c716ed7bd787ee7353742e100580b5138504e","3489624","1491516961","4/6/2017 10:16:01 PM","0x516dbcd038ea68337c582e8ced9a06589d30a030","0x3d48587aa16d91a2e37198b5b428674bdaddf038","66.666666666"
"0xcd06e6e14c1a6cdba195400e25f4c417bb407fc12ce47345dae1a9e116abe122","3489661","1491517479","4/6/2017 10:24:39 PM","0x3d48587aa16d91a2e37198b5b428674bdaddf038","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","2500"
"0x860240fdd100c36cbab416aec68d99a6a902fca871d38b6cb4993d7f9372d575","3490710","1491531960","4/7/2017 2:26:00 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","84"
"0x30bb19a131948a520ad3a6a75e1a4bff956cb7cd329a12dc9d8ab7bdabd8f146","3490732","1491532257","4/7/2017 2:30:57 AM","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","0x516dbcd038ea68337c582e8ced9a06589d30a030","8.4E-08"
"0x23f4f9f4ab19a89c54514cbf417cb179c1d190a2d5bd202dd07a72e1b51f217b","3490755","1491532620","4/7/2017 2:37:00 AM","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","0x516dbcd038ea68337c582e8ced9a06589d30a030","83.33"
"0x85c2aac7e758c2f1c99ab3c92c1d91bf4e6192b4d8ca492d4abfcd8b9c6ac640","3490851","1491533845","4/7/2017 2:57:25 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","2000"
"0xbfa762b441274675d0f7b97618f09ab022babdbf7c501f951316bc9f8e8a7294","3490877","1491534175","4/7/2017 3:02:55 AM","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","0x79747a597d680478ef726f79aeb74fed6d999d27","1"
"0x750634e7a92eddc0b8464500aecb6fcc5e5ff8b108a2b8beb60fbd8f66b17cc9","3490923","1491534901","4/7/2017 3:15:01 AM","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","0x79747a597d680478ef726f79aeb74fed6d999d27","1999"
"0xd9e3b164baf5974eba1063b75fbf3f71788e4344616ec17baa031c201897ba91","3494121","1491581533","4/7/2017 4:12:13 PM","0xba41fdfc2371719fcf781b81f0e5fb353afa131a","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","25000"
"0xc8a8260f96bd3dce449311da63a3307e27ddcb85b7c8fe792b4c47fac5cd3f17","3499320","1491657128","4/8/2017 1:12:08 PM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x3d48587aa16d91a2e37198b5b428674bdaddf038","111.111111111"
"0x689e08e3f2d43c801c5a5e1de712355da8f162645aa1bfae245183c098404600","3500414","1491673543","4/8/2017 5:45:43 PM","0x516dbcd038ea68337c582e8ced9a06589d30a030","0x3d48587aa16d91a2e37198b5b428674bdaddf038","13.333333333"
"0x91edb43be1ef20bf82cb90a60220dfbe5476f475231210a241ba6ae6a9dfda4c","3501427","1491688054","4/8/2017 9:47:34 PM","0xa10cefa3d041e48d2889f34c0341560929b43e39","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","7"
"0x71eeb169e8565cac9c0694715697e56742ecd3dc21df412c40ea816acdf340a2","3501429","1491688089","4/8/2017 9:48:09 PM","0xa10cefa3d041e48d2889f34c0341560929b43e39","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","200"
"0xd976decb4cf3d283d4001f27e3668b1dc5d3392a7489bc42360e41bfb7cba1fb","3501776","1491693321","4/8/2017 11:15:21 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","16.66999992"
"0xd8bc09c1a22ad1bc0e273711b7a19e5348cdf5c262f0f78cacd674d689b0302f","3501789","1491693547","4/8/2017 11:19:07 PM","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","0x516dbcd038ea68337c582e8ced9a06589d30a030","16.669999916"
"0x06172aa871a2d6818b1478636e231b53db54613face4061d753694f5e6641b0d","3508302","1491790557","4/10/2017 2:15:57 AM","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","0x721948a802f41159348e67fbcfaccea8a2b04c27","400"
"0x76f40eab4eaeffb2a06f366fd2353405cdcbca70ac03c42d0c58f9e5256a3661","3508331","1491790946","4/10/2017 2:22:26 AM","0x721948a802f41159348e67fbcfaccea8a2b04c27","0xf1e65cd0b31fcb8713ac1902002b262d57c9da33","0.333333333"
"0xd4bcca97222cddefb9407bda4dff02de8e34d28fecd027e506637bd9abd9d624","3509532","1491808598","4/10/2017 7:16:38 AM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x0f7ce02f8af040579eb7a93549bdcc965fa8eb7b","1474.268155555"
"0xbce63c4678a5c4b7f5ca74bacf8c356e71c2badad0d300fafa78ff5816d2898c","3509537","1491808644","4/10/2017 7:17:24 AM","0x0f7ce02f8af040579eb7a93549bdcc965fa8eb7b","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","1474.268"
"0xdcea6cd9540f3d30202a4182aca23b4e33aa2df251ca4030988a3da564f4d425","3509836","1491813294","4/10/2017 8:34:54 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x0f7ce02f8af040579eb7a93549bdcc965fa8eb7b","49"
"0x374482e299449290d61c866759946268f97b269d1513dab52d2b7fdc85ef3e10","3513287","1491865258","4/10/2017 11:00:58 PM","0x0f7ce02f8af040579eb7a93549bdcc965fa8eb7b","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","49"
"0x905ed0b7db8929117e4763717fad58fe3ab20c7f85d8524c643fe700dbc3aa9f","3520972","1491979283","4/12/2017 6:41:23 AM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x3d48587aa16d91a2e37198b5b428674bdaddf038","55.555555555"
"0x27d2fb88a679ef97f9bb3faeb06ce7d4b8574ae4d37c4d6d3c5bd7e3da7b0b9d","3520989","1491979445","4/12/2017 6:44:05 AM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x3d48587aa16d91a2e37198b5b428674bdaddf038","55.555555555"
"0xe5f5d79baf4aabf866ae03e96e1d280e97a6a3a1d15753c179bc85424aa457bf","3538689","1492242943","4/15/2017 7:55:43 AM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x3d48587aa16d91a2e37198b5b428674bdaddf038","22.222222222"
"0x7f1eba3a906ffc89bf43c6b4137b3b05eee18c29005d21a7e8b214551ad201b8","3547897","1492379803","4/16/2017 9:56:43 PM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0xa9355f3da6f35c365265678a7f35b398b0a5b2cf","200"
"0xf38c684f8da639855d13cd986261297d96706b135bdda80ac44ef206a72b52dd","3547936","1492380331","4/16/2017 10:05:31 PM","0xa9355f3da6f35c365265678a7f35b398b0a5b2cf","0xce45c22c55d8927e339606c996968a2963826ff1","10"
"0xf634bc550015a87278962667bec613111c22f4491ce6fc87d72a45864ad0bb45","3547961","1492380731","4/16/2017 10:12:11 PM","0xce45c22c55d8927e339606c996968a2963826ff1","0xa9355f3da6f35c365265678a7f35b398b0a5b2cf","10"
"0x341f92f09ee422c4ee8ef0fc1d77bd0177ccc2713ed682959a246862a9d3c842","3548730","1492392594","4/17/2017 1:29:54 AM","0xd6fc84a46dc9631999b64caf8ccf9f942c8fd8f2","0x8e457d8c2737779df6fe0ce13e62562a852aabbd","581.2874"
"0xf9023b8728ad1baf66a38636be5e3241e986409189251d16c695b1b94d18ca75","3550358","1492416715","4/17/2017 8:11:55 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xdcf7584f7da8879636651e23615e6b62e4a15071","500000"
"0xd705934d0e29ea00f530746bc91b48e1a3c5cd8b31827db849ea791c8a3a2086","3550371","1492416812","4/17/2017 8:13:32 AM","0xdcf7584f7da8879636651e23615e6b62e4a15071","0x72f7d332f76b23a9d40fae15ee7d81e2a964ba34","50"
"0x58d09abce6150e31bd25bd72c613a76fff756de6f0bb7a649aa3fca991287eef","3550395","1492417188","4/17/2017 8:19:48 AM","0xdcf7584f7da8879636651e23615e6b62e4a15071","0x72f7d332f76b23a9d40fae15ee7d81e2a964ba34","499950"
"0x7198b549c3d865a27eb7ed11c730510a6ab8791be128d1cc108e0249828025cb","3555813","1492497324","4/18/2017 6:35:24 AM","0x8e457d8c2737779df6fe0ce13e62562a852aabbd","0xd0573658ba25934d9bc4d13412bf7350ce6dbc86","200"
"0xede99728986be2a64d329f35fa7150aee31b595a479d7e815d9b7575c715d3fa","3559834","1492555704","4/18/2017 10:48:24 PM","0x79747a597d680478ef726f79aeb74fed6d999d27","0x3d48587aa16d91a2e37198b5b428674bdaddf038","2.702702702"
"0x43f0cc08c1cf88fbe895c64bbc3dbd9d4e8bad8d13bc912399dc1d9994d9be65","3559841","1492555826","4/18/2017 10:50:26 PM","0x516dbcd038ea68337c582e8ced9a06589d30a030","0x3d48587aa16d91a2e37198b5b428674bdaddf038","2.666666666"
"0xc6680388497d2e6b650a20bd66c8fd34536ed2f826fd3ac1fcf6dfa11b338472","3559842","1492555861","4/18/2017 10:51:01 PM","0x721948a802f41159348e67fbcfaccea8a2b04c27","0x3d48587aa16d91a2e37198b5b428674bdaddf038","0.066666666"
"0x41ec4101081a0dc666434685db21aee8deb0eaf0be1e9174f84b6489d4347ce0","3559844","1492555901","4/18/2017 10:51:41 PM","0xd0573658ba25934d9bc4d13412bf7350ce6dbc86","0x3d48587aa16d91a2e37198b5b428674bdaddf038","2.8571"
"0xbc19386bfa6670cd04edb966d600b0b0052c1740c976c020ea7a00031045d30b","3563356","1492608479","4/19/2017 1:27:59 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x934e06fc035b5fdf15c56f4d6f2ea2539421244e","1050.973"
"0x8df5556f95c94d09f9aee6b4ef96efe5d786e81a2279092d5e3077bda6295af2","3569589","1492701827","4/20/2017 3:23:47 PM","0xd0573658ba25934d9bc4d13412bf7350ce6dbc86","0x3d48587aa16d91a2e37198b5b428674bdaddf038","1.4285"
"0x41a5708de082a66f40738c3c4f9d1a0d8cf4973cd8b8ee8219a0b72e98a69e23","3570353","1492713455","4/20/2017 6:37:35 PM","0x934e06fc035b5fdf15c56f4d6f2ea2539421244e","0xac45d1af00de29efebbc9e72c6e7e852c238be32","50"
"0x1ff682aceb096fad0c5b96692d9a584ef9ef12bf68469bc2333fd78727e3324b","3570387","1492713852","4/20/2017 6:44:12 PM","0x934e06fc035b5fdf15c56f4d6f2ea2539421244e","0xac45d1af00de29efebbc9e72c6e7e852c238be32","1000.973"
"0x9458dce0740a0d4ea667413897fea37d4e60e1f41039ff71c460f3128a80506d","3574043","1492767887","4/21/2017 9:44:47 AM","0xd0573658ba25934d9bc4d13412bf7350ce6dbc86","0x5b878ba97bae92fc0aa6133edbf2f58d52350d65","7.1428"
"0xec489569c09d271beee35c6749d55af69a9f9666ff0b3e0acc221f93e3147843","3574529","1492774947","4/21/2017 11:42:27 AM","0x5b878ba97bae92fc0aa6133edbf2f58d52350d65","0x3dd99671eff7a32d4ad0885264ca378916ac9cfe","1000"
"0x0b5d3f1eb6d78b778bab1fab6e69d8d4796fd12a17fd77e23eaf015bf3e8dab3","3574596","1492776133","4/21/2017 12:02:13 PM","0x5b878ba97bae92fc0aa6133edbf2f58d52350d65","0x6d0762399b3b31efce668df5bbbfc0b1f74c9956","2000"
"0xbda1ac7c62850e4e05acc13188b825710bf2d1fe3a3043ac01e465aaf221ed69","3574629","1492776645","4/21/2017 12:10:45 PM","0x6d0762399b3b31efce668df5bbbfc0b1f74c9956","0x3d48587aa16d91a2e37198b5b428674bdaddf038","0.002857142"
"0x3f51bcf25cf149b65ed1d751d58eada17b0e9e140d4f35e62c4719d60f5347e6","3575303","1492786369","4/21/2017 2:52:49 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xff723447d3a4da1bc4bfd6ee7ee112dc6bf1dd08","100"
"0x09bc1bb65abe033505883a074ef01682ab4d646be7aeabbd4ae7e583148dffd2","3575384","1492787719","4/21/2017 3:15:19 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xff723447d3a4da1bc4bfd6ee7ee112dc6bf1dd08","100"
"0x8b22b4c8e094eb498c61204fe934ca675ca5796ac07acc1c8771ac0099e21f72","3576592","1492805112","4/21/2017 8:05:12 PM","0xd0573658ba25934d9bc4d13412bf7350ce6dbc86","0xa9355f3da6f35c365265678a7f35b398b0a5b2cf","1"
"0x2d3839b3c745882d070301d7544f7d3a75f80312103529b067dbef9c7475f829","3576862","1492809101","4/21/2017 9:11:41 PM","0x8e457d8c2737779df6fe0ce13e62562a852aabbd","0x79747a597d680478ef726f79aeb74fed6d999d27","1.2874"
"0xf6feb0aacbc893f7561f18bf00eaa7167bf0805d6b569fbe807f723927e689ea","3577191","1492813880","4/21/2017 10:31:20 PM","0x6d0762399b3b31efce668df5bbbfc0b1f74c9956","0xaefcd0f8a1cbd231cecaa9bfd9ffb82a6eaaa462","0.028571428"
